name,Plugins
rdkcentral/Lightning,"['@babel/core', '@babel/plugin-transform-parameters', '@babel/plugin-transform-spread', '@babel/preset-env', '@rollup/plugin-babel', '@types/node', '@vitejs/plugin-legacy', 'chai', 'concurrently', 'cross-env', 'mocha', 'rollup-plugin-cleanup', 'shelljs', 'shx', 'sinon', 'terser', 'tsd', 'typedoc', 'typescript', 'vite', 'vitest']"
rfmiotto/react-use-draggable-scroll,"['@size-limit/preset-small-lib', '@types/react', '@types/react-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'eslint', 'eslint-config-airbnb', 'eslint-config-airbnb-base', 'eslint-config-next', 'eslint-config-prettier', 'eslint-import-resolver-typescript', 'eslint-plugin-import', 'eslint-plugin-import-helpers', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'husky', 'prettier', 'react', 'react-dom', 'size-limit', 'tsdx', 'tslib', 'typescript']"
aurelia/app-ux-showcase,"['@aurelia-ux/components', '@aurelia-ux/core', '@aurelia-ux/icons', 'aurelia-animator-css', 'aurelia-binding', 'aurelia-bootstrapper', 'aurelia-templating-resources', 'aurelia-polyfills', 'aurelia-validation', 'bluebird', 'prismjs', '@types/lodash', '@types/node', '@types/webpack', 'aurelia-cli', 'aurelia-testing', 'aurelia-tools', 'aurelia-webpack-plugin', 'copy-webpack-plugin', 'css-loader', 'del', 'expose-loader', 'file-loader', 'gulp', 'gulp-rename', 'html-loader', 'html-webpack-plugin', 'istanbul-instrumenter-loader', 'json-loader', 'minimatch', 'nps', 'nps-utils', 'opn', 'style-loader', 'through2', 'ts-node', 'ts-loader', 'typescript', 'uglify-js', 'url-loader', 'vinyl-fs', 'webpack', 'webpack-cli', 'webpack-dev-server']"
Govind783/react-e-commerce-,"['@chakra-ui/icons', '@chakra-ui/react', '@emotion/react', '@emotion/styled', '@google-pay/button-react', '@material-ui/core', '@mui/material', '@paypal/react-paypal-js', '@reduxjs/toolkit', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'daisyui', 'framer-motion', 'react', 'react-alice-carousel', 'react-dom', 'react-external-link', 'react-faq-component', 'react-fast-marquee', 'react-highlight-words', 'react-hover-image', 'react-icons', 'react-image-magnifiers', 'react-image-magnify', 'react-image-zoom', 'react-paypal-button-v2', 'react-redux', 'react-router-dom', 'react-scripts', 'react-show-more-text', 'react-slick', 'slick-carousel', 'web-vitals', 'word-wrap', 'tailwindcss']"
EttaWallet/EttaWallet,"['@gorhom/bottom-sheet', '@noble/secp256k1', '@react-native-async-storage/async-storage', '@react-native-clipboard/clipboard', '@react-native-community/netinfo', '@react-navigation/core', '@react-navigation/devtools', '@react-navigation/drawer', '@react-navigation/native', '@react-navigation/native-stack', '@react-navigation/stack', '@synonymdev/react-native-ldk', '@th3rdwave/react-navigation-bottom-sheet', 'add', 'assert', 'bignumber.js', 'bip32', 'bip39', 'bitcoinjs-lib', 'buffer', 'date-fns', 'easy-peasy', 'etta-ui', 'events', 'history', 'hoist-non-react-statics', 'i18next', 'intl-pluralrules', 'js-lnurl', 'lodash', 'lottie-react-native', 'metro-minify-terser', 'react', 'react-async-hook', 'react-i18next', 'react-native', 'react-native-camera-kit', 'react-native-circular-progress-indicator', 'react-native-config', 'react-native-crypto', 'react-native-device-info', 'react-native-error-boundary', 'react-native-fs', 'react-native-gesture-handler', 'react-native-haptic-feedback', 'react-native-image-crop-picker', 'react-native-image-picker', 'react-native-keychain', 'react-native-localize', 'react-native-mmkv', 'react-native-mmkv-flipper-plugin', 'react-native-modal', 'react-native-notifier', 'react-native-permissions', 'react-native-qrcode-svg', 'react-native-randombytes', 'react-native-reanimated', 'react-native-restart', 'react-native-safe-area-context', 'react-native-screens', 'react-native-secure-key-store', 'react-native-securerandom', 'react-native-sha256', 'react-native-simple-toast', 'react-native-splash-screen', 'react-native-svg', 'react-native-tcp-socket', 'readable-stream', 'rn-electrum-client', 'rn-qr-generator', 'stream-browserify', 'tslib', 'typesafe-i18n', 'uuid', 'vm-browserify', '@babel/core', '@babel/runtime', '@commitlint/cli', '@commitlint/config-conventional', '@react-native-community/eslint-config', '@tsconfig/react-native', '@types/hoist-non-react-statics', '@types/jest', '@types/lodash', '@types/node', '@types/react', '@types/react-native', '@types/react-test-renderer', '@types/uuid', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-jest', 'babel-plugin-module-resolver', 'babel-plugin-transform-remove-console', 'eslint', 'husky', 'jest', 'lint-staged', 'lottie-ios', 'metro-react-native-babel-preset', 'pod-install', 'query-string', 'react-native-flipper', 'react-native-version', 'react-test-renderer', 'reactotron-react-native', 'reactotron-redux', 'rn-nodeify', 'ts-node', 'tsx', 'typescript']"
hkxicor/uber-clone-react-native,"['react', 'react-native', 'react-native-animatable', 'react-native-maps', 'react-native-router-flux', 'react-redux', 'redux', 'babel-jest', 'babel-preset-react-native', 'jest', 'react-test-renderer']"
storybookjs/storybook,[]
ChatGPTNextWeb/ChatGPT-Next-Web,"['@fortaine/fetch-event-source', '@hello-pangea/dnd', '@next/third-parties', '@svgr/webpack', '@vercel/analytics', '@vercel/speed-insights', 'axios', 'emoji-picker-react', 'fuse.js', 'heic2any', 'html-to-image', 'idb-keyval', 'lodash-es', 'mermaid', 'markdown-to-txt', 'nanoid', 'next', 'node-fetch', 'openapi-client-axios', 'react', 'react-dom', 'react-markdown', 'react-router-dom', 'rehype-highlight', 'rehype-katex', 'remark-breaks', 'remark-gfm', 'remark-math', 'sass', 'spark-md5', 'use-debounce', 'zustand', '@tauri-apps/api', '@tauri-apps/cli', '@testing-library/jest-dom', '@testing-library/react', '@types/jest', '@types/js-yaml', '@types/lodash-es', '@types/node', '@types/react', '@types/react-dom', '@types/react-katex', '@types/spark-md5', 'concurrently', 'cross-env', 'eslint', 'eslint-config-next', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-plugin-unused-imports', 'husky', 'jest', 'jest-environment-jsdom', 'lint-staged', 'prettier', 'ts-node', 'tsx', 'typescript', 'watch', 'webpack']"
ElemeFE/element,"['async-validator', 'babel-helper-vue-jsx-merge-props', 'deepmerge', 'normalize-wheel', 'resize-observer-polyfill', 'throttle-debounce', '@vue/component-compiler-utils', 'algoliasearch', 'babel-cli', 'babel-core', 'babel-loader', 'babel-plugin-add-module-exports', 'babel-plugin-istanbul', 'babel-plugin-module-resolver', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-vue-jsx', 'babel-preset-env', 'babel-preset-stage-2', 'babel-regenerator-runtime', 'chai', 'chokidar', 'copy-webpack-plugin', 'coveralls', 'cp-cli', 'cross-env', 'css-loader', 'es6-promise', 'eslint', 'eslint-config-elemefe', 'eslint-loader', 'eslint-plugin-html', 'eslint-plugin-json', 'file-loader', 'file-save', 'gulp', 'gulp-autoprefixer', 'gulp-cssmin', 'gulp-sass', 'highlight.js', 'html-webpack-plugin', 'json-loader', 'json-templater', 'karma', 'karma-chrome-launcher', 'karma-coverage', 'karma-mocha', 'karma-sinon-chai', 'karma-sourcemap-loader', 'karma-spec-reporter', 'karma-webpack', 'launch-editor-middleware', 'markdown-it', 'markdown-it-anchor', 'markdown-it-chain', 'markdown-it-container', 'mini-css-extract-plugin', 'mocha', 'node-sass', 'optimize-css-assets-webpack-plugin', 'postcss', 'progress-bar-webpack-plugin', 'rimraf', 'sass-loader', 'select-version-cli', 'sinon', 'sinon-chai', 'style-loader', 'transliteration', 'uglifyjs-webpack-plugin', 'uppercamelcase', 'url-loader', 'vue', 'vue-loader', 'vue-router', 'vue-template-compiler', 'vue-template-es2015-compiler', 'webpack', 'webpack-cli', 'webpack-dev-server', 'webpack-node-externals']"
vuejs/core,"['@babel/parser', '@babel/types', '@rollup/plugin-alias', '@rollup/plugin-commonjs', '@rollup/plugin-json', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@swc/core', '@types/hash-sum', '@types/node', '@types/semver', '@types/serve-handler', '@vitest/coverage-v8', '@vue/consolidate', 'conventional-changelog-cli', 'enquirer', 'esbuild', 'esbuild-plugin-polyfill-node', 'eslint', 'eslint-plugin-import-x', '@vitest/eslint-plugin', 'estree-walker', 'jsdom', 'lint-staged', 'lodash', 'magic-string', 'markdown-table', 'marked', 'npm-run-all2', 'picocolors', 'prettier', 'pretty-bytes', 'pug', 'puppeteer', 'rimraf', 'rollup', 'rollup-plugin-dts', 'rollup-plugin-esbuild', 'rollup-plugin-polyfill-node', 'semver', 'serve', 'serve-handler', 'simple-git-hooks', 'todomvc-app-css', 'tslib', 'typescript', 'typescript-eslint', 'vite', 'vitest']"
tabler/tabler,"['@popperjs/core', '@tabler/icons', 'bootstrap', '@babel/core', '@babel/preset-env', '@changesets/cli', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/pluginutils', '@rollup/stream', '@shopify/prettier-plugin-liquid', 'all-contributors-cli', 'apexcharts', 'autoprefixer', 'autosize', 'browser-sync', 'bundlewatch', 'choices.js', 'countup.js', 'cross-spawn', 'dropzone', 'flatpickr', 'fslightbox', 'glob', 'gulp', 'gulp-clean', 'gulp-clean-css', 'gulp-debug', 'gulp-header', 'gulp-postcss', 'gulp-purgecss', 'gulp-rename', 'gulp-rtlcss', 'gulp-sass', 'gulp-terser', 'imageoptim-cli', 'imask', 'jsvectormap', 'list.js', 'litepicker', 'nouislider', 'plyr', 'postcss', 'prettier', 'release-it', 'request', 'rollup', 'rollup-plugin-babel', 'rollup-plugin-cleanup', 'sass', 'star-rating.js', 'tinymce', 'tom-select', 'vinyl-buffer', 'vinyl-source-stream', 'yaml', 'yargs', 'zod']"
chakra-ui/chakra-ui,"['@babel/core', '@babel/eslint-parser', '@chakra-ui/cli', '@changesets/changelog-github', '@changesets/cli', '@changesets/get-release-plan', '@changesets/types', '@commitlint/cli', '@commitlint/config-conventional', '@octokit/rest', '@rollup/plugin-alias', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@storybook/addon-a11y', '@storybook/addon-essentials', '@storybook/addon-themes', '@storybook/cli', '@storybook/manager-api', '@storybook/react', '@storybook/react-vite', '@storybook/theming', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', '@trivago/prettier-plugin-sort-imports', '@types/edit-json-file', '@types/fs-extra', '@types/mkdirp', '@types/node', '@types/react', '@types/react-dom', '@types/testing-library__jest-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'consola', 'cross-env', 'dotenv', 'edit-json-file', 'eslint', 'eslint-config-airbnb-typescript', 'eslint-config-prettier', 'eslint-config-react', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-testing-library', 'execa', 'fast-glob', 'find-packages', 'find-up', 'fs-extra', 'husky', 'jsdom', 'lint-staged', 'node-fetch', 'npm-run-all', 'outdent', 'prettier', 'react', 'react-dom', 'rimraf', 'rollup', 'rollup-plugin-esbuild', 'rollup-plugin-preserve-directives', 'storybook', 'tsup', 'tsx', 'typescript', 'vite', 'vitest', 'vitest-axe', 'vitest-matchmedia-mock']"
TanStack/table,"['@babel/core', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@faker-js/faker', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-terser', '@size-limit/preset-small-lib', '@tanstack/config', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/react-hooks', '@types/node', 'jsdom', 'knip', 'nx', 'prettier', 'prettier-plugin-svelte', 'rimraf', 'rollup', 'rollup-plugin-size', 'rollup-plugin-svelte', 'rollup-plugin-visualizer', 'sherif', 'size-limit', 'typescript', 'vitest']"
react-native-elements/react-native-elements,"['@babel/plugin-proposal-private-methods', '@react-native-community/eslint-config', '@testing-library/react-native', '@types/jest', '@types/react-native', '@types/react-test-renderer', 'babel-jest', 'codecov', 'eslint', 'eslint-plugin-prettier', 'husky', 'jest', 'jest-transform-stub', 'lerna', 'lint-staged', 'prettier', 'react', 'react-docgen-typescript', 'react-dom', 'react-native', 'react-test-renderer', 'rimraf', 'typescript']"
element-plus/element-plus,"['@element-plus/components', '@element-plus/constants', '@element-plus/directives', '@element-plus/hooks', '@element-plus/icons-vue', '@element-plus/locale', '@element-plus/test-utils', '@element-plus/theme-chalk', '@element-plus/utils', '@floating-ui/dom', '@popperjs/core', '@types/lodash', '@types/lodash-es', '@vueuse/core', 'async-validator', 'dayjs', 'escape-html', 'lodash', 'lodash-es', 'lodash-unified', 'memoize-one', 'normalize-wheel-es', '@commitlint/cli', '@commitlint/config-conventional', '@element-plus/build', '@element-plus/build-utils', '@element-plus/eslint-config', '@esbuild-kit/cjs-loader', '@pnpm/find-workspace-packages', '@pnpm/logger', '@pnpm/types', '@types/fs-extra', '@types/gulp', '@types/jsdom', '@types/node', '@types/sass', '@vitejs/plugin-vue', '@vitejs/plugin-vue-jsx', '@vitest/coverage-v8', '@vitest/ui', '@vue/test-utils', '@vue/tsconfig', 'c8', 'chalk', 'concurrently', 'consola', 'csstype', 'cz-git', 'czg', 'eslint', 'eslint-define-config', 'expect-type', 'fast-glob', 'happy-dom', 'husky', 'jsdom', 'lint-staged', 'npm-run-all2', 'prettier', 'puppeteer', 'resize-observer-polyfill', 'rimraf', 'sass', 'tsx', 'type-fest', 'typescript', 'unplugin-element-plus', 'unplugin-vue-macros', 'vitest', 'vue', 'vue-router', 'vue-tsc']"
iview/iview,"['async-validator', 'deepmerge', 'element-resize-detector', 'js-calendar', 'lodash.throttle', 'popper.js', 'tinycolor2', 'v-click-outside-x', 'autoprefixer-loader', 'babel-cli', 'babel-core', 'babel-helper-vue-jsx-merge-props', 'babel-loader', 'babel-plugin-dynamic-import-node', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-class-properties', 'babel-plugin-transform-es5-property-mutators', 'babel-plugin-transform-object-rest-spread', 'babel-plugin-transform-runtime', 'babel-plugin-transform-vue-jsx', 'babel-preset-env', 'babel-preset-stage-3', 'babel-runtime', 'chai', 'compression-webpack-plugin', 'copy-webpack-plugin', 'cross-env', 'css-loader', 'eslint', 'eslint-plugin-vue', 'extract-text-webpack-plugin', 'file-loader', 'friendly-errors-webpack-plugin', 'gulp', 'gulp-autoprefixer', 'gulp-clean-css', 'gulp-less', 'gulp-rename', 'html-loader', 'html-webpack-plugin', 'karma', 'karma-chrome-launcher', 'karma-coverage', 'karma-mocha', 'karma-sinon-chai', 'karma-sourcemap-loader', 'karma-spec-reporter', 'karma-webpack', 'less', 'less-loader', 'lolex', 'mocha', 'sinon', 'sinon-chai', 'style-loader', 'tslint', 'typescript', 'uglifyjs-webpack-plugin', 'url-loader', 'vue', 'vue-hot-reload-api', 'vue-html-loader', 'vue-loader', 'vue-router', 'vue-style-loader', 'vue-template-compiler', 'webpack', 'webpack-dev-server', 'webpack-merge']"
youzan/vant,"['@vant/cli', '@vant/eslint-config', 'eslint', 'husky', 'nano-staged', 'prettier']"
nextui-org/nextui,"['@babel/cli', '@babel/core', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@changesets/changelog-github', '@changesets/cli', '@changesets/get-release-plan', '@changesets/types', '@commitlint/cli', '@commitlint/config-conventional', '@react-bootstrap/babel-preset', '@react-types/link', '@react-types/shared', '@storybook/react', '@swc-node/jest', '@swc/core', '@swc/jest', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', '@types/jest', '@types/node', '@types/react', '@types/react-dom', '@types/shelljs', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'chalk', 'commitlint-plugin-function-rules', 'concurrently', 'cross-env', 'eslint', 'eslint-config-airbnb', 'eslint-config-airbnb-typescript', 'eslint-config-prettier', 'eslint-config-react-app', 'eslint-config-ts-lambdas', 'eslint-import-resolver-typescript', 'eslint-loader', 'eslint-plugin-import', 'eslint-plugin-jest', 'eslint-plugin-jsx-a11y', 'eslint-plugin-node', 'eslint-plugin-prettier', 'eslint-plugin-promise', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-unused-imports', 'execa', 'find-up', 'fs-extra', 'glob', 'graceful-fs', 'gray-matter', 'husky', 'intl-messageformat', 'jest', 'jest-environment-jsdom', 'jest-watch-typeahead', 'lint-staged', 'npm-check-updates', 'npm-run-all', 'p-iteration', 'parcel', 'plop', 'prettier', 'prettier-eslint', 'prettier-eslint-cli', 'react', 'react-dom', 'rimraf', 'shelljs', 'tsup', 'tsx', 'turbo', 'typescript', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli', 'webpack-merge']"
necolas/react-native-web,"['@babel/cli', '@babel/core', '@babel/eslint-parser', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-nullish-coalescing-operator', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-flow', '@babel/preset-react', '@testing-library/react', 'babel-eslint', 'babel-jest', 'babel-plugin-add-module-exports', 'babel-plugin-transform-react-remove-prop-types', 'caniuse-api', 'cross-env', 'del-cli', 'eslint', 'eslint-config-prettier', 'eslint-plugin-flowtype', 'eslint-plugin-promise', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'flow-bin', 'gen-flow-files', 'glob', 'husky', 'inline-style-prefixer', 'jest', 'jest-environment-jsdom', 'lint-staged', 'minimist', 'npm-run-all', 'prettier']"
palantir/blueprint,"['@lerna-lite/cli', '@lerna-lite/version', '@types/chai', '@types/enzyme', '@types/enzyme-adapter-react-16', '@types/mocha', '@types/node', '@types/react', '@types/react-dom', '@types/react-transition-group', '@types/sinon', '@types/yargs', '@yarnpkg/types', 'chai', 'dedent', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'gh-pages', 'http-server', 'npm-run-all', 'nx', 'octokit', 'prettier', 'sinon', 'stylelint', 'stylelint-config-palantir', 'stylelint-scss', 'typescript', 'yargs', 'yarn-deduplicate']"
GeekyAnts/NativeBase,"['@react-aria/visually-hidden', '@react-native-aria/button', '@react-native-aria/checkbox', '@react-native-aria/combobox', '@react-native-aria/focus', '@react-native-aria/interactions', '@react-native-aria/listbox', '@react-native-aria/overlays', '@react-native-aria/radio', '@react-native-aria/slider', '@react-native-aria/tabs', '@react-native-aria/utils', '@react-stately/checkbox', '@react-stately/collections', '@react-stately/combobox', '@react-stately/radio', '@react-stately/slider', '@react-stately/tabs', '@react-stately/toggle', 'inline-style-prefixer', 'lodash.clonedeep', 'lodash.get', 'lodash.has', 'lodash.isempty', 'lodash.isequal', 'lodash.isnil', 'lodash.merge', 'lodash.mergewith', 'lodash.omit', 'lodash.omitby', 'lodash.pick', 'lodash.uniqueid', 'stable-hash', 'tinycolor2', 'use-sync-external-store', '@commitlint/config-conventional', '@react-native-community/bob', '@react-native-community/eslint-config', '@release-it/conventional-changelog', '@testing-library/react-hooks', '@testing-library/react-native', '@types/jest', '@types/lodash.clonedeep', '@types/lodash.get', '@types/lodash.has', '@types/lodash.isempty', '@types/lodash.isequal', '@types/lodash.isnil', '@types/lodash.merge', '@types/lodash.mergewith', '@types/lodash.omit', '@types/lodash.omitby', '@types/lodash.pick', '@types/lodash.uniqueid', '@types/react', '@types/react-native', '@types/tinycolor2', '@types/use-sync-external-store', 'babel-plugin-transform-remove-console', 'commitlint', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'husky', 'jest', 'jest-expo', 'lint-staged', 'metro-react-native-babel-preset', 'pod-install', 'postinstall-postinstall', 'prettier', 'react', 'react-dom', 'react-native', 'react-native-safe-area-context', 'react-native-svg', 'react-native-web', 'react-test-renderer', 'release-it', 'rollup', 'rollup-plugin-flow', 'typescript', 'visualize-bundle']"
