name,Plugins
firebase/functions-samples,"['eslint', 'pnpm', 'typescript']"
jamiebuilds/babel-handbook,[]
erikras/react-redux-universal-hot-example,"['babel-core', 'babel-loader', 'babel-plugin-add-module-exports', 'babel-plugin-transform-decorators-legacy', 'babel-plugin-transform-react-display-name', 'babel-plugin-transform-runtime', 'babel-polyfill', 'babel-preset-es2015', 'babel-preset-react', 'babel-preset-stage-0', 'babel-register', 'babel-runtime', 'body-parser', 'compression', 'express', 'express-session', 'file-loader', 'hoist-non-react-statics', 'http-proxy', 'immutable', 'invariant', 'less', 'less-loader', 'lru-memoize', 'map-props', 'multireducer', 'piping', 'pretty-error', 'react', 'react-bootstrap', 'react-dom', 'react-helmet', 'react-inline-css', 'react-redux', 'react-router', 'react-router-bootstrap', 'react-router-redux', 'redux', 'redux-async-connect', 'redux-form', 'redux-thunk', 'scroll-behavior', 'serialize-javascript', 'serve-favicon', 'socket.io', 'socket.io-client', 'superagent', 'url-loader', 'violet-paginator', 'warning', 'webpack-isomorphic-tools', 'autoprefixer-loader', 'babel-eslint', 'babel-plugin-react-transform', 'babel-plugin-typecheck', 'better-npm-run', 'bootstrap-sass', 'bootstrap-sass-loader', 'chai', 'clean-webpack-plugin', 'concurrently', 'css-loader', 'eslint', 'eslint-config-airbnb', 'eslint-loader', 'eslint-plugin-import', 'eslint-plugin-react', 'extract-text-webpack-plugin', 'font-awesome', 'font-awesome-webpack', 'json-loader', 'karma', 'karma-cli', 'karma-mocha', 'karma-mocha-reporter', 'karma-phantomjs-launcher', 'karma-sourcemap-loader', 'karma-webpack', 'mocha', 'node-sass', 'phantomjs', 'phantomjs-polyfill', 'react-a11y', 'react-addons-test-utils', 'react-transform-catch-errors', 'react-transform-hmr', 'redbox-react', 'redux-devtools', 'redux-devtools-dock-monitor', 'redux-devtools-log-monitor', 'sass-loader', 'sinon', 'strip-loader', 'style-loader', 'timekeeper', 'webpack', 'webpack-dev-middleware', 'webpack-hot-middleware']"
luin/medis,"['electron', 'electron-context-menu', 'fixed-data-table-contextmenu', 'ioredis', 'jquery', 'jquery.terminal', 'lodash.escape', 'lodash.sortedindexby', 'medis-react-codemirror', 'redis-commands', 'ssh2', 'xterm', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-syntax-dynamic-import', '@babel/preset-env', '@babel/preset-react', '@types/jquery', '@types/react', '@types/react-dom', '@types/redux-actions', 'awesome-typescript-loader', 'babel-loader', 'codemirror', 'css-loader', 'electron-osx-sign', 'electron-packager', 'file-loader', 'html-webpack-plugin', 'human-format', 'immutable', 'json-editor', 'jsonlint', 'jsx-loader', 'lint', 'lodash.clone', 'lodash.zip', 'mini-css-extract-plugin', 'minimatch', 'msgpack5', 'node-sass', 'prop-types', 'react', 'react-addons-css-transition-group', 'react-document-title', 'react-dom', 'react-redux', 'react-sortable-hoc', 'react-split-pane', 'redis-splitargs', 'redux', 'redux-actions', 'reselect', 'sass-loader', 'sortablejs', 'typescript', 'url-loader', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli']"
ptmt/react-native-macos,"['absolute-path', 'art', 'babel-core', 'babel-plugin-syntax-trailing-function-commas', 'babel-plugin-transform-async-to-generator', 'babel-plugin-transform-class-properties', 'babel-plugin-transform-exponentiation-operator', 'babel-plugin-transform-flow-strip-types', 'babel-plugin-transform-object-rest-spread', 'babel-register', 'babel-runtime', 'base64-js', 'chalk', 'commander', 'connect', 'create-react-class', 'debug', 'denodeify', 'envinfo', 'event-target-shim', 'fbjs', 'fbjs-scripts', 'fs-extra', 'glob', 'graceful-fs', 'inquirer', 'lodash', 'metro', 'metro-core', 'mime', 'minimist', 'mkdirp', 'node-fetch', 'node-notifier', 'npmlog', 'opn', 'optimist', 'plist', 'pretty-format', 'promise', 'prop-types', 'react-clone-referenced-element', 'react-devtools-core', 'react-timer-mixin', 'regenerator-runtime', 'rimraf', 'semver', 'shell-quote', 'stacktrace-parser', 'whatwg-fetch', 'ws', 'xcode', 'xmldoc', 'yargs', 'babel-eslint', 'eslint', 'eslint-config-fb-strict', 'eslint-config-fbjs', 'eslint-plugin-eslint-comments', 'eslint-plugin-flowtype', 'eslint-plugin-jest', 'eslint-plugin-prettier', 'eslint-plugin-react', 'flow-bin', 'jest', 'polished', 'prettier', 'react', 'react-test-renderer', 'shelljs', 'sinon']"
connors/photon,"['electron-prebuilt', 'grunt', 'grunt-banner', 'grunt-cli', 'grunt-contrib-clean', 'grunt-contrib-compress', 'grunt-contrib-concat', 'grunt-contrib-connect', 'grunt-contrib-copy', 'grunt-contrib-cssmin', 'grunt-contrib-sass', 'grunt-contrib-watch', 'grunt-html', 'grunt-jekyll', 'grunt-sed', 'load-grunt-tasks', 'time-grunt']"
vuematerial/vue-material,"['opencollective-postinstall', 'vue-github-button', 'vue-github-buttons', 'vue-gtag', 'vue-toc', 'autoprefixer', 'avoriaz', 'axios', 'babel-cli', 'babel-core', 'babel-env', 'babel-eslint', 'babel-jest', 'babel-loader', 'babel-polyfill', 'babel-preset-stage-2', 'chalk', 'clipboard', 'codesandbox', 'commitizen', 'concat', 'connect-history-api-fallback', 'conventional-changelog', 'conventional-changelog-vue-material', 'copy-webpack-plugin', 'css-loader', 'css-mqpacker', 'cz-conventional-changelog', 'date-fns', 'deepmerge', 'eslint', 'eslint-config-standard', 'eslint-plugin-import', 'eslint-plugin-jest', 'eslint-plugin-node', 'eslint-plugin-promise', 'eslint-plugin-standard', 'eslint-plugin-vue', 'eventsource-polyfill', 'express', 'extract-text-webpack-plugin', 'fast-deep-equal', 'file-loader', 'friendly-errors-webpack-plugin', 'fuzzysearch', 'github-release-cli', 'highlight.js', 'html-webpack-plugin', 'is-firefox', 'is-promise', 'jest', 'jest-localstorage-mock', 'jest-vue', 'node-sass', 'offline-plugin', 'optimize-css-assets-webpack-plugin', 'optimize-js-plugin', 'ora', 'popper.js', 'postcss', 'preload-webpack-plugin', 'prerender-spa-plugin', 'pretty', 'raf', 'sass-loader', 'sinon', 'url-loader', 'vue', 'vue-i18n', 'vue-loader', 'vue-router', 'vue-style-loader', 'vue-template-compiler', 'vuelidate', 'vuex', 'vuex-router-sync', 'webpack', 'webpack-bundle-analyzer', 'webpack-dev-middleware', 'webpack-hot-middleware', 'webpack-merge']"
oblador/react-native-animatable,"['prop-types', '@babel/core', '@babel/eslint-parser', '@babel/runtime', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'jest', 'metro-react-native-babel-preset', 'prettier', 'react', 'react-native']"
FormidableLabs/spectacle,"['@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-object-rest-spread', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@changesets/cli', '@svitejs/changesets-changelog-github-compact', '@testing-library/jest-dom', '@testing-library/react', '@types/jest', '@types/testing-library__jest-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-loader', 'babel-plugin-transform-jsx-to-htm', 'concurrently', 'cross-env', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'html-webpack-plugin', 'jest', 'jest-environment-jsdom', 'jest-puppeteer', 'mkdirp', 'nps', 'prettier', 'puppeteer', 'raw-loader', 'rimraf', 'serve', 'ts-jest', 'typescript', 'wait-on', 'webpack', 'webpack-cli', 'webpack-dev-server', 'wireit']"
organicmaps/organicmaps,['prettier']
aws-amplify/amplify-js,"['@babel/cli', '@babel/core', '@babel/preset-env', '@babel/preset-react', '@eslint/compat', '@lerna/legacy-package-management', '@rollup/plugin-typescript', '@size-limit/dual-publish', '@size-limit/file', '@size-limit/webpack', '@size-limit/webpack-why', '@stylistic/eslint-plugin', '@types/jest', '@types/lodash', '@types/node', '@types/puppeteer', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-loader', 'eslint', 'eslint-config-prettier', 'eslint-config-standard', 'eslint-import-resolver-typescript', 'eslint-plugin-import', 'eslint-plugin-jsdoc', 'eslint-plugin-n', 'eslint-plugin-prettier', 'eslint-plugin-promise', 'eslint-plugin-unused-imports', 'expect', 'glob', 'husky', 'jest', 'jest-environment-jsdom', 'json-loader', 'lerna', 'license-check-and-add', 'lint-staged', 'mkdirp', 'prettier', 'rimraf', 'rollup', 'size-limit', 'terser-webpack-plugin', 'ts-jest', 'ts-loader', 'typedoc', 'typedoc-plugin-extras', 'typedoc-plugin-missing-exports', 'typescript', 'typescript-coverage-report', 'uuid-validate', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli']"
i18next/react-i18next,"['@babel/runtime', 'html-parse-stringify', '@babel/cli', '@babel/core', '@babel/eslint-parser', '@babel/plugin-proposal-async-generator-functions', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-transform-modules-commonjs', '@babel/plugin-transform-runtime', '@babel/polyfill', '@babel/preset-env', '@babel/preset-react', '@babel/register', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-terser', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/react', '@types/jest', '@types/react', '@vitest/coverage-v8', 'all-contributors-cli', 'babel-core', 'babel-plugin-macros', 'babel-plugin-tester', 'coveralls', 'cpy-cli', 'cross-env', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-jest-dom', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-testing-library', 'happy-dom', 'husky', 'i18next', 'lint-staged', 'mkdirp', 'prettier', 'react', 'react-dom', 'react-test-renderer', 'rimraf', 'rollup', 'typescript', 'vitest', 'yargs']"
facebookarchive/react-360,"['@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-transform-flow-strip-types', '@babel/plugin-transform-modules-commonjs', '@babel/preset-react', 'flow-bin', 'jest', 'lerna']"
mertJF/tailblocks,"['@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'html2jade', 'react', 'react-dom', 'react-frame-component', 'react-scripts', 'react-syntax-highlighter', 'gh-pages']"
developit/htm,"['@babel/core', '@babel/preset-env', '@types/jest', 'babel-jest', 'babel-preset-env', 'eslint', 'eslint-config-developit', 'jest', 'microbundle', 'preact', 'react']"
react-native-image-picker/react-native-image-picker,"['@react-native-community/bob', '@semantic-release/git', '@types/react', '@types/react-native', 'semantic-release', 'typescript']"
GeekyAnts/vue-native-core,"['@babel/core', '@babel/preset-env', '@babel/preset-flow', 'babel-core', 'babel-eslint', 'babel-helper-vue-jsx-merge-props', 'babel-jest', 'babel-plugin-syntax-dynamic-import', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-decorators-legacy', 'babel-plugin-transform-vue-jsx', 'babel-preset-flow-vue', 'babel-preset-react', 'buble', 'change-case', 'cross-spawn', 'de-indent', 'eslint', 'eslint-config-prettier', 'eslint-plugin-flowtype', 'eslint-plugin-prettier', 'flow-bin', 'hash-sum', 'he', 'husky', 'jasmine', 'jasmine-core', 'jest', 'js-beautify', 'lodash', 'lodash.template', 'lru-cache', 'prettier', 'react', 'resolve', 'rollup', 'rollup-plugin-alias', 'rollup-plugin-buble', 'rollup-plugin-flow-no-whitespace', 'rollup-plugin-prettier', 'rollup-plugin-replace', 'serialize-javascript', 'typescript', 'uglify-js']"
CorentinTh/it-tools,"['@it-tools/bip39', '@it-tools/oggen', '@regexper/render', '@sindresorhus/slugify', '@tabler/icons-vue', '@tiptap/pm', '@tiptap/starter-kit', '@tiptap/vue-3', '@types/figlet', '@types/markdown-it', '@vicons/material', '@vicons/tabler', '@vueuse/core', '@vueuse/head', '@vueuse/router', 'bcryptjs', 'change-case', 'colord', 'composerize-ts', 'country-code-lookup', 'cron-validator', 'cronstrue', 'crypto-js', 'date-fns', 'dompurify', 'email-normalizer', 'emojilib', 'figlet', 'figue', 'fuse.js', 'highlight.js', 'iarna-toml-esm', 'ibantools', 'js-base64', 'json5', 'jwt-decode', 'libphonenumber-js', 'lodash', 'markdown-it', 'marked', 'mathjs', 'mime-types', 'monaco-editor', 'naive-ui', 'netmask', 'node-forge', 'oui-data', 'pdf-signature-reader', 'pinia', 'plausible-tracker', 'qrcode', 'randexp', 'sql-formatter', 'ua-parser-js', 'ulid', 'unicode-emoji-json', 'unplugin-auto-import', 'uuid', 'vue', 'vue-i18n', 'vue-router', 'vue-shadow-dom', 'vue-tsc', 'vuedraggable', 'xml-formatter', 'xml-js', 'yaml', '@antfu/eslint-config', '@iconify-json/mdi', '@intlify/unplugin-vue-i18n', '@playwright/test', '@rushstack/eslint-patch', '@tsconfig/node18', '@types/bcryptjs', '@types/crypto-js', '@types/dompurify', '@types/jsdom', '@types/lodash', '@types/mime-types', '@types/netmask', '@types/node', '@types/node-forge', '@types/qrcode', '@types/ua-parser-js', '@types/uuid', '@unocss/eslint-config', '@vitejs/plugin-vue', '@vitejs/plugin-vue-jsx', '@vue/compiler-sfc', '@vue/runtime-dom', '@vue/test-utils', '@vue/tsconfig', 'consola', 'eslint', 'hygen', 'jsdom', 'less', 'prettier', 'typescript', 'unocss', 'unocss-preset-scrollbar', 'unplugin-icons', 'unplugin-vue-components', 'vite', 'vite-plugin-pwa', 'vite-plugin-vue-markdown', 'vite-svg-loader', 'vitest', 'workbox-window', 'zx']"
reown-com/appkit,"['@changesets/changelog-github', '@changesets/cli', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitest/coverage-v8', 'danger', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-plugin-require-extensions', 'husky', 'prettier', 'turbo', 'typescript', 'vite', 'vitest', 'vite-plugin-node-polyfills', 'pino']"
adrianhajdin/project_modern_ui_ux_gpt3,"['@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'react', 'react-dom', 'react-icons', 'react-scripts', 'web-vitals', 'eslint', 'eslint-config-airbnb', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-react-hooks']"
adrianhajdin/project_hoobank,"['react', 'react-dom', '@types/react', '@types/react-dom', '@vitejs/plugin-react', 'autoprefixer', 'postcss', 'tailwindcss', 'vite']"
nikgraf/belle,"['exenv', 'alex', 'babel', 'babel-cli', 'babel-core', 'babel-eslint', 'babel-jest', 'babel-loader', 'babel-plugin-react-transform', 'babel-preset-es2015', 'babel-preset-react', 'babel-preset-react-hmre', 'babel-preset-stage-0', 'eslint', 'eslint-config-airbnb', 'eslint-plugin-react', 'jest-cli', 'prop-types', 'react', 'react-dom', 'react-test-renderer', 'react-transform-catch-errors', 'react-transform-hmr', 'redbox-react', 'webpack', 'webpack-dev-middleware', 'webpack-hot-middleware']"
sanniassin/react-input-mask,"['invariant', 'prop-types', 'warning', '@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-transform-modules-commonjs', '@babel/plugin-transform-proto-to-assign', '@babel/polyfill', '@babel/preset-env', '@babel/preset-react', '@babel/register', 'babel-eslint', 'babel-loader', 'babel-plugin-dev-expression', 'babel-plugin-minify-dead-code-elimination', 'babel-plugin-transform-react-remove-prop-types', 'chai', 'console-polyfill', 'cross-env', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'html-webpack-plugin', 'husky', 'karma', 'karma-chrome-launcher', 'karma-mocha', 'karma-webpack', 'lint-staged', 'mocha', 'prettier', 'puppeteer', 'react', 'react-dom', 'rollup', 'rollup-plugin-babel', 'rollup-plugin-commonjs', 'rollup-plugin-node-resolve', 'rollup-plugin-replace', 'rollup-plugin-size-snapshot', 'rollup-plugin-terser', 'webpack', 'webpack-cli', 'webpack-dev-server']"
KlausSchaefers/quant-ux,"['bulma', 'compression', 'd3', 'date-fns', 'express', 'file-saver', 'helmet', 'highlight.js', 'html-to-image', 'http-proxy-middleware', 'js-cookie', 'js-yaml', 'jszip', 'keycloak-js', 'prando', 'pretty', 'qrcode', 'remixicon', 'simplebar', 'umap-js', 'uuid', 'vue', 'vue-i18n', 'vue-router', 'vue2-ace-editor', '@babel/core', '@babel/eslint-parser', '@vue/cli-plugin-babel', '@vue/cli-plugin-eslint', '@vue/cli-plugin-router', '@vue/cli-plugin-unit-jest', '@vue/cli-service', '@vue/test-utils', '@vue/vue2-jest', 'babel-eslint', 'babel-jest', 'body-parser', 'core-js', 'eslint', 'eslint-plugin-vue', 'jest', 'jest-environment-jsdom', 'node-fetch', 'sass', 'sass-loader', 'vue-jest', 'vue-template-compiler']"
antares-sql/antares,"['@electron/remote', '@fabio286/ssh2-promise', '@faker-js/faker', '@jamescoyle/vue-icon', '@mdi/js', '@turf/helpers', '@vue/compiler-sfc', '@vueuse/core', 'ace-builds', 'babel-loader', 'better-sqlite3', 'chalk', 'cpu-features', 'cross-env', 'css-loader', 'electron-log', 'electron-store', 'electron-updater', 'electron-window-state', 'encoding', 'file-loader', 'floating-vue', 'html-webpack-plugin', 'json2php', 'leaflet', 'marked', 'mini-css-extract-plugin', 'moment', 'mysql2', 'node-firebird', 'node-loader', 'pg', 'pg-connection-string', 'pg-query-stream', 'pgsql-ast-parser', 'pinia', 'postcss-html', 'progress-webpack-plugin', 'rimraf', 'sass', 'sass-loader', 'source-map-support', 'spectre.css', 'sql-formatter', 'sql-highlight', 'style-loader', 'tree-kill', 'ts-loader', 'typescript', 'unzip-crx-3', 'v-mask', 'vue', 'vue-i18n', 'vue-loader', 'vuedraggable', 'webpack', 'webpack-cli', '@babel/eslint-parser', '@babel/preset-env', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@playwright/test', '@types/better-sqlite3', '@types/leaflet', '@types/marked', '@types/node', '@types/pg', '@types/ssh2', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'all-contributors-cli', 'electron', 'electron-builder', 'eslint', 'eslint-config-standard', 'eslint-plugin-import', 'eslint-plugin-node', 'eslint-plugin-promise', 'eslint-plugin-simple-import-sort', 'eslint-plugin-vue', 'husky', 'playwright', 'playwright-core', 'standard-version', 'stylelint', 'stylelint-config-recommended-vue', 'stylelint-config-standard', 'stylelint-scss', 'ts-node', 'vue-eslint-parser', 'webpack-dev-server', 'xvfb-maybe']"
mCaptcha/mCaptcha,"['@mcaptcha/pow_sha256-polyfill', '@mcaptcha/vanilla-glue', '@mcaptcha/pow-wasm', '@types/jest', '@types/jsdom', '@types/node', '@types/sinon', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@wasm-tool/wasm-pack-plugin', 'css-loader', 'css-minimizer-webpack-plugin', 'eslint', 'jest', 'jest-environment-jsdom', 'jest-fetch-mock', 'jsdom', 'mini-css-extract-plugin', 'sass', 'sass-loader', 'sinon', 'ts-jest', 'ts-loader', 'ts-node', 'typescript', 'webpack', 'webpack-cli', 'webpack-dev-server']"
adrianhajdin/project_modern_ui_ux_restaurant,"['@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'react', 'react-dom', 'react-icons', 'react-scripts', 'web-vitals', 'eslint', 'eslint-config-airbnb', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-react-hooks']"
neon-age/Smart-Inspector,[]
fgr-araujo/vue-shortkey,"['custom-event-polyfill', 'element-matches', 'array.prototype.find', 'babel-core', 'babel-loader', 'babel-preset-es2015', 'babel-preset-stage-3', 'babel-register', 'chai', 'cross-env', 'karma', 'karma-mocha', 'karma-phantomjs-launcher', 'karma-sinon-chai', 'karma-webpack', 'mocha', 'nyc', 'sinon', 'sinon-chai', 'vue', 'webpack']"
foundry-rs/forge-std,[]
Temzasse/react-modal-sheet,"['@arethetypeswrong/cli', '@types/react', '@types/react-dom', '@typescript-eslint/eslint-plugin', '@vitejs/plugin-react', 'csstype', 'eslint', 'eslint-config-prettier', 'eslint-config-standard-with-typescript', 'eslint-plugin-import', 'eslint-plugin-n', 'eslint-plugin-promise', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'framer-motion', 'history', 'husky', 'jsdom', 'parcel', 'prettier', 'react', 'react-aria', 'react-dom', 'react-icons', 'react-router', 'react-router-dom', 'react-stately', 'styled-components', 'tsup', 'typescript', 'vite', 'vitest']"
hicetnunc2000/hicetnunc,"['@airgap/beacon-sdk', '@babel/core', '@taquito/beacon-wallet', '@taquito/michelson-encoder', '@taquito/taquito', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'axios', 'base-x', 'big-integer', 'buffer', 'classnames', 'compressorjs', 'conseiljs-softsigner', 'd3', 'eztz', 'eztz-lib', 'fetch', 'fflate', 'filereader', 'framer-motion', 'ipfs-api', 'ipfs-http-client', 'ipfs-only-hash', 'local-storage', 'lodash', 'markdown-to-jsx', 'mime-types', 'node-fetch', 'node-sass', 'react', 'react-dom', 'react-helmet', 'react-infinite-scroll-component', 'react-intersection-observer', 'react-lazy-load-image-component', 'react-masonry-css', 'react-pdf', 'react-player', 'react-router', 'react-router-dom', 'react-scripts', 'react-scroll', 'read-json-lines-sync', 'screenfull', 'web-encoding', 'prettier']"
wellyshen/react-cool-img,"['@babel/core', '@babel/plugin-proposal-class-properties', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@testing-library/react', '@testing-library/react-hooks', '@types/jest', '@types/react', '@types/react-dom', 'eslint', 'eslint-config-welly', 'husky', 'jest', 'lint-staged', 'npm-run-all', 'prettier', 'react', 'react-dom', 'react-test-renderer', 'rimraf', 'rollup', 'rollup-plugin-copy', 'rollup-plugin-size-snapshot', 'rollup-plugin-terser', 'ts-jest', 'typescript']"
adrianhajdin/travel_ui_ux,"['react', 'react-dom', 'next', 'typescript', '@types/node', '@types/react', '@types/react-dom', 'autoprefixer', 'postcss', 'tailwindcss']"
Voxelum/x-minecraft-launcher,[]
sonnylazuardi/react-native-nike-running,"['fontfaceobserver', 'react', 'react-native', 'react-native-dom', 'react-native-linear-gradient', 'react-native-maps', 'react-navigation', 'babel-jest', 'babel-preset-react-native', 'jest', 'react-test-renderer', 'rnpm-plugin-dom']"
6eDesign/svelte-calendar,"['dayjs', 'just-throttle', '@semantic-release/changelog', '@semantic-release/git', '@semantic-release/npm', '@sveltejs/adapter-static', '@sveltejs/kit', 'eslint', 'eslint-config-prettier', 'eslint-plugin-svelte3', 'p-limit', 'prettier', 'prettier-plugin-svelte', 'prism-svelte', 'prism-themes', 'prismjs', 'svelte', 'svelte-preprocess', 'svelte2tsx', 'typescript']"
AudiusProject/hedgehog,"['bip39', 'browserify-cipher', 'ethereumjs-wallet', 'node-localstorage', 'randombytes', 'safe-buffer', '@tsconfig/node16-strictest', '@types/node', '@types/randombytes', 'mocha', 'rollup', 'rollup-plugin-copy', 'rollup-plugin-typescript2', 'standard', 'ts-mocha', 'typescript']"
okta/okta-signin-widget,"['@okta/okta-auth-js', '@sindresorhus/to-milliseconds', '@types/backbone', '@types/eslint-scope', '@types/jquery', '@types/jqueryui', '@types/q', '@types/selectize', '@types/underscore', 'chokidar', 'clipboard', 'cross-fetch', 'handlebars', 'jquery', 'parse-ms', 'q', 'u2f-api-polyfill', 'underscore', '@babel/cli', '@babel/core', '@babel/eslint-parser', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-nullish-coalescing-operator', '@babel/plugin-proposal-optional-chaining', '@babel/plugin-transform-modules-commonjs', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-typescript', '@babel/register', '@babel/runtime', '@babel/runtime-corejs3', '@okta/eslint-plugin-okta', '@peculiar/webcrypto', '@rollup/plugin-alias', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-json', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-strip', '@testcafe-community/axe', '@testing-library/testcafe', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@zerollup/ts-transform-paths', 'autoprefixer', 'axe-core', 'axios', 'babel-jest', 'babel-loader', 'babel-plugin-add-module-exports', 'babel-plugin-import', 'babel-plugin-istanbul', 'babel-plugin-transform-amd-to-commonjs', 'babel-plugin-tsconfig-paths-module-resolver', 'chalk', 'concurrently', 'core-js', 'cors', 'css-loader', 'cssnano', 'dotenv', 'eslint', 'eslint-import-resolver-typescript', 'eslint-import-resolver-webpack', 'eslint-plugin-compat', 'eslint-plugin-dirs', 'eslint-plugin-import', 'eslint-plugin-jasmine', 'eslint-plugin-json', 'eslint-plugin-local-rules', 'eslint-plugin-no-only-tests', 'eslint-plugin-testcafe-extended', 'eslint-plugin-webdriverio', 'event-hooks-webpack-plugin', 'expect', 'express', 'fs-extra', 'glob', 'grunt', 'grunt-cli', 'grunt-contrib-clean', 'grunt-contrib-connect', 'grunt-contrib-copy', 'grunt-contrib-watch', 'grunt-exec', 'grunt-properties-to-json', 'isomorphic-fetch', 'jasmine', 'jasmine-ajax', 'jasmine-core', 'jasmine-reporters', 'jest', 'jest-canvas-mock', 'jest-fetch-mock', 'jest-junit', 'jest-runner-tsd', 'junit-report-builder', 'load-grunt-tasks', 'mini-css-extract-plugin', 'mockdate', 'nodemon', 'npm-check', 'npm-run-all', 'patch-package', 'pixelmatch', 'pngjs', 'postcss', 'postcss-loader', 'postcss-scss', 'postinstall-postinstall', 'regenerator-runtime', 'retire', 'rimraf', 'rollup', 'rollup-plugin-amd', 'rollup-plugin-multi-input', 'rollup-plugin-visualizer', 'sass', 'sass-loader', 'shelljs', 'source-map-loader', 'stylelint', 'stylelint-checkstyle-formatter', 'stylelint-scss', 'terser-webpack-plugin', 'testcafe', 'time-grunt', 'ts-node', 'tsd', 'ttypescript', 'typescript', 'wait-for-expect', 'wait-on', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli', 'webpack-dev-server']"
mrk-us/sketchsheets,"['autoprefixer', 'browser-sync', 'ncp', 'npm-run-all', 'onchange', 'postcss-cli', 'pug', 'rimraf', 'stylus']"
evmts/tevm-monorepo,"['@arethetypeswrong/cli', '@biomejs/biome', '@changesets/changelog-github', '@changesets/cli', '@effect/codemod', '@vitest/coverage-v8', '@vitest/ui', 'bun-types', 'concurrently', 'depcheck', 'dotenv', 'gitmoji-cli', 'jscodeshift', 'nx', 'publint', 'sort-package-json', 'starlight-typedoc', 'tsup', 'typedoc', 'typedoc-plugin-markdown', 'typescript', 'vite', 'vitest']"
hirbod/react-native-volume-manager,"['@commitlint/config-conventional', '@react-native-community/eslint-config', '@react-native-community/eslint-plugin', '@release-it/conventional-changelog', '@types/jest', '@types/react', 'babel-plugin-module-resolver', 'commitlint', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'husky', 'jest', 'pod-install', 'prettier', 'react', 'react-native', 'react-native-builder-bob', 'release-it', 'typescript']"
sejr/react-messenger,"['axios', 'moment', 'react', 'react-dom', 'react-scripts', 'shave']"
mblarsen/vue-browser-acl,"['browser-acl', '@babel/core', '@babel/preset-env', '@nuxt/types', '@types/jest', '@vue/test-utils', 'babel-jest', 'jest', 'microbundle', 'ts-jest', 'typescript', 'vue', 'vue-router', 'vue-template-compiler']"
bbc/html5-video-compositor,"['babel-core', 'babel-loader', 'esdoc', 'http-server', 'node-libs-browser', 'webpack']"
