name,description,stars,language,forks,url,created_at,updated_at,open_issues,default_branch,contributors_count,commits_count,topics,watchers,size,has_wiki,has_projects,has_issues,has_pages,releases_count,language_detected,package.json,package-lock.json,composer.json,composer.lock,vite.config.js,angular.json,tsconfig.json,babel.config.js,postcss.config.js,vue.config.js,category,Plugins
akveo/react-native-ui-kitten,:boom: React Native UI Library based on Eva Design System  :new_moon_with_face::sparkles:Dark Mode,10311,TypeScript,953,https://github.com/akveo/react-native-ui-kitten,2016-12-20,2024-10-12,178,master,57,842,"['react', 'react-native', 'ui-kit']",10311,480335,False,True,True,True,31,en,True,False,False,False,False,False,True,True,False,False,Componente UX,"['react', 'react-native', '@babel/core', '@babel/plugin-proposal-decorators', '@babel/runtime', '@eva-design/eva', '@eva-design/material', '@react-native-community/eslint-config', '@tsconfig/react-native', '@types/gulp', '@types/gulp-replace', '@types/jest', '@types/lodash.merge', '@types/react-native', '@types/react-test-renderer', '@types/rimraf', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-jest', 'change-case', 'conventional-changelog-cli', 'coveralls', 'doc-prsr', 'eslint', 'eslint-config-akveo', 'eslint-plugin-react-native', 'gulp', 'gulp-typedoc', 'husky', 'jest', 'metro-react-native-babel-preset', 'react-native-svg', 'react-native-testing-library', 'react-test-renderer', 'rimraf', 'ts-node', 'typedoc', 'typescript']"
magicuidesign/magicui,UI Library for Design Engineers. Animated components and effects you can copy and paste into your apps. Free. Open Source.,10177,TypeScript,398,https://github.com/magicuidesign/magicui,2023-06-26,2024-10-12,131,main,54,761,"['framer-motion', 'nextjs', 'react', 'tailwindcss', 'typescript', 'components', 'shadcn-ui']",10177,18955,False,True,True,False,0,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@heroicons/react', '@radix-ui/react-accordion', '@radix-ui/react-alert-dialog', '@radix-ui/react-avatar', '@radix-ui/react-collapsible', '@radix-ui/react-dialog', '@radix-ui/react-dropdown-menu', '@radix-ui/react-hover-card', '@radix-ui/react-icons', '@radix-ui/react-label', '@radix-ui/react-popover', '@radix-ui/react-scroll-area', '@radix-ui/react-separator', '@radix-ui/react-slot', '@radix-ui/react-switch', '@radix-ui/react-tabs', '@radix-ui/react-toast', '@radix-ui/react-tooltip', '@t3-oss/env-nextjs', 'concurrently', '@types/lodash.template', 'autoprefixer', 'canvas-confetti', 'class-variance-authority', 'clsx', 'cmdk', 'cobe', 'crisp-sdk-web', 'critters', 'date-fns', 'framer-motion', 'geist', 'gray-matter', 'jotai', 'lodash.template', 'lucide-react', 'next', 'next-themes', 'octokit', 'postcss', 'posthog-js', 'react', 'react-day-picker', 'react-dom', 'react-hook-form', 'react-icon-cloud', 'react-tweet', 'schema-dts', 'sonner', 'tailwind-merge', 'ts-morph', 'zod', '@commitlint/cli', '@commitlint/config-conventional', '@content-collections/cli', '@content-collections/core', '@content-collections/mdx', '@content-collections/next', '@ianvs/prettier-plugin-sort-imports', '@tailwindcss/typography', '@types/canvas-confetti', '@types/node', '@types/react', '@types/react-dom', '@types/unist', 'cssnano', 'eslint', 'eslint-config-next', 'eslint-config-prettier', 'eslint-plugin-react', 'eslint-plugin-tailwindcss', 'husky', 'lint-staged', 'mdast-util-toc', 'npm-run-all', 'prettier', 'rehype', 'rehype-autolink-headings', 'rehype-pretty-code', 'rehype-slug', 'remark', 'remark-code-import', 'remark-gfm', 'rimraf', 'shiki', 'tailwindcss', 'tailwindcss-animate', 'tsx', 'typescript', 'unist-builder', 'unist-util-visit']"
NG-ZORRO/ng-zorro-antd,Angular UI Component Library based on Ant Design,8860,TypeScript,3919,https://github.com/NG-ZORRO/ng-zorro-antd,2017-08-08,2024-10-12,932,master,269,2854,"['angular', 'ui-components', 'angular-components', 'typescript', 'ant-design', 'frontend', 'antd', 'angular-directives', 'ngx', 'enterprise', 'ant', 'ng-zorro', 'ivy', 'angular-ui-components']",8860,21561,True,True,True,False,155,en,True,True,False,False,False,True,True,False,False,False,Componente UX,"['@angular/cdk', '@ant-design/icons-angular', 'date-fns', 'ngx-quicklink', '@angular-devkit/build-angular', '@angular-devkit/core', '@angular-devkit/schematics', '@angular-eslint/builder', '@angular-eslint/eslint-plugin', '@angular-eslint/eslint-plugin-template', '@angular-eslint/schematics', '@angular-eslint/template-parser', '@angular/animations', '@angular/cli', '@angular/common', '@angular/compiler', '@angular/compiler-cli', '@angular/core', '@angular/forms', '@angular/language-service', '@angular/platform-browser', '@angular/platform-browser-dynamic', '@angular/platform-server', '@angular/router', '@angular/service-worker', '@angular/ssr', '@commitlint/cli', '@commitlint/config-angular', '@ctrl/tinycolor', '@schematics/angular', '@stackblitz/sdk', '@types/d3', '@types/fs-extra', '@types/gulp', '@types/jasmine', '@types/less', '@types/lodash.debounce', '@types/node', '@types/parse5', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@typescript-eslint/utils', 'chalk', 'codecov', 'conventional-changelog-cli', 'cron-parser', 'cross-env', 'd3', 'dagre', 'dagre-compound', 'detect-port', 'eslint', 'eslint-config-prettier', 'eslint-plugin-header', 'eslint-plugin-import', 'eslint-plugin-jsdoc', 'eslint-plugin-prefer-arrow', 'eslint-plugin-prettier', 'fs-extra', 'gulp', 'gulp-clean', 'html-minifier-terser', 'husky', 'jasmine', 'jasmine-core', 'jasmine-spec-reporter', 'karma', 'karma-chrome-launcher', 'karma-coverage', 'karma-jasmine', 'karma-jasmine-html-reporter', 'karma-junit-reporter', 'karma-spec-reporter', 'karma-viewport', 'less', 'less-plugin-clean-css', 'less-plugin-npm-import', 'less-vars-to-js', 'lint-staged', 'lodash.debounce', 'marked', 'minimist', 'monaco-editor', 'ng-packagr', 'node-prismjs', 'parse5', 'postcss', 'prettier', 'prismjs', 'process', 'puppeteer', 'readline-sync', 'remark', 'resolve-bin', 'rxjs', 'sitemap', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-rational-order', 'stylelint-config-standard', 'stylelint-declaration-block-no-ignored-properties', 'stylelint-order', 'terser', 'ts-node', 'tslib', 'typescript', 'yaml-front-matter', 'zone.js']"
DouyinFE/semi-design,"🚀A modern, comprehensive, flexible design system and React UI library. 🎨 Provide more than 3000+ Design Tokens, easy to build your design system. Make Semi Design to Any Design.  🧑🏻‍💻 Design to Code in one click ",8387,TypeScript,709,https://github.com/DouyinFE/semi-design,2021-10-25,2024-10-12,181,main,123,3793,"['react', 'ui-libary', 'design-system', 'dark-mode', 'design2code', 'code2design', 'designops', 'theme', 'designtocode', 'figma-plugin']",8387,42391,True,True,True,False,274,en,True,False,False,False,False,False,True,True,False,False,Componente UX,"['@dnd-kit/modifiers', '@douyinfe/semi-site-banner', '@douyinfe/semi-site-doc-style', '@douyinfe/semi-site-header', '@douyinfe/semi-site-markdown-blocks', '@mdx-js/mdx', '@mdx-js/react', '@storybook/react-webpack5', '@svgr/core', '@types/react-window', '@visactor/react-vchart', '@visactor/vchart-semi-theme', 'aos', 'camelcase', 'chalk', 'chroma-js', 'classnames', 'copy-text-to-clipboard', 'cross-env', 'css', 'cypress-real-events', 'date-fns', 'debug', 'execa', 'fast-xml-parser', 'gatsby', 'gatsby-plugin-i18n', 'gatsby-plugin-mdx', 'gatsby-plugin-react-helmet', 'gatsby-plugin-remove-serviceworker', 'gatsby-plugin-svgr', 'gatsby-source-filesystem', 'grapheme-splitter', 'immutability-helper', 'jest-canvas-mock', 'lodash-es', 'memoize-one', 'normalize.css', 'prop-types', 'qs', 're-resizable', 'react', 'react-clipboard.js', 'react-dnd', 'react-dnd-html5-backend', 'react-dom', 'react-helmet', 'react-infinite-scroller', 'react-inlinesvg', 'react-intl', 'react-lazyload', 'react-resizable', 'react-router-dom', 'react-scroll-parallax', 'react-sortable-hoc', 'react-virtualized', 'reset-css', 'sass', 'typeface-inconsolata', 'typeface-inter', 'unist-util-remove', 'unist-util-visit', 'wait-on', 'wcag-color', '@actions/core', '@actions/github', '@babel/cli', '@babel/core', '@babel/eslint-parser', '@babel/eslint-plugin', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-decorators', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@babel/runtime', '@babel/types', '@commitlint/cli', '@commitlint/config-conventional', '@cypress/code-coverage', '@octokit/rest', '@shopify/jest-dom-mocks', '@storybook/addon-a11y', '@storybook/addon-actions', '@storybook/addon-knobs', '@storybook/addon-toolbars', '@storybook/cli', '@storybook/react', '@svgr/webpack', '@testing-library/react', '@types/classnames', '@types/enhanced-resolve', '@types/fs-extra', '@types/jest', '@types/lodash', '@types/lodash-es', '@types/node', '@types/react', '@types/react-dom', '@types/react-resizable', '@types/react-router-dom', '@types/svgo', '@types/webpack', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'axios', 'babel-core', 'babel-jest', 'babel-loader', 'babel-plugin-istanbul', 'babel-plugin-transform-require-context', 'babel-runtime', 'case-sensitive-paths-webpack-plugin', 'chromatic', 'crypto', 'css-loader', 'cypress', 'cypress-plugin-tab', 'enzyme', 'enzyme-adapter-react-16', 'enzyme-to-json', 'esbuild', 'esbuild-loader', 'eslint', 'eslint-config-jest-enzyme', 'eslint-plugin-import', 'eslint-plugin-jest', 'eslint-plugin-jsx-a11y', 'eslint-plugin-markdown', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-semi-design', 'fs-extra', 'glob', 'html-webpack-plugin', 'husky', 'jest', 'jest-date-mock', 'jest-enzyme', 'jest-mock-random', 'jsdom', 'lerna', 'lint-staged', 'marked', 'mini-css-extract-plugin', 'null-loader', 'postcss-loader', 'prettier', 'progress-bar-webpack-plugin', 'react-dnd-cjs', 'react-storybook-addon-props-combinations', 'rimraf', 'sass-loader', 'semver', 'sha1', 'sinon', 'storybook', 'storybook-addon-turbo-build', 'style-loader', 'stylelint', 'svgo', 'terser-webpack-plugin', 'ts-loader', 'typescript', 'webpack', 'webpack-cli', 'webpack-dev-server', 'webpackbar']"
museui/muse-ui,Material Design UI library for Vuejs 2.0,8219,Vue,900,https://github.com/museui/muse-ui,2016-09-19,2024-10-12,186,master,44,1041,"['muse-ui', 'material', 'vuejs2', 'vue2', 'vue']",8219,12373,True,True,False,False,10,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['body-scroll-lock', 'dayjs', 'keycode', 'normalize-wheel', 'resize-observer-polyfill', '@commitlint/cli', '@commitlint/config-conventional', 'autoprefixer', 'avoriaz', 'babel-cli', 'babel-core', 'babel-eslint', 'babel-helper-vue-jsx-merge-props', 'babel-jest', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-runtime', 'babel-plugin-transform-vue-jsx', 'babel-preset-env', 'babel-preset-es2015-rollup', 'babel-preset-stage-2', 'cssnano', 'eslint', 'eslint-config-vue', 'eslint-plugin-vue', 'husky', 'jest', 'jest-cli', 'jest-css-modules', 'jest-serializer-html', 'less', 'parcel-bundler', 'parcel-plugin-vue', 'postcss-import', 'postcss-modules', 'postcss-url', 'rimraf', 'rollup', 'rollup-plugin-babel', 'rollup-plugin-commonjs', 'rollup-plugin-node-resolve', 'rollup-plugin-postcss', 'rollup-plugin-replace', 'rollup-plugin-uglify', 'typeface-roboto', 'vue', 'vue-jest', 'vue-router', 'vue-template-compiler']"
akveo/nebular,:boom: Customizable Angular UI Library based on Eva Design System :new_moon_with_face::sparkles:Dark Mode,8057,TypeScript,1509,https://github.com/akveo/nebular,2017-09-20,2024-10-12,908,master,107,2256,"['angular', 'ui', 'ui-kit', 'authentication', 'theme', 'multitheme', 'modular', 'typescript', 'sass', 'webpack', 'angular-cli', 'angular5', 'angular4', 'angular2', 'angular-components', 'ngx-admin', 'angular6', 'nebular-modules', 'akveo', 'angular7']",8057,150144,False,True,True,True,66,en,True,True,False,False,False,True,True,False,False,False,Componente UX,"['@angular/animations', '@angular/cdk', '@angular/common', '@angular/compiler', '@angular/core', '@angular/fire', '@angular/forms', '@angular/platform-browser', '@angular/platform-browser-dynamic', '@angular/router', 'date-fns', 'docsearch.js', 'eva-icons', 'firebase', 'highlight.js', 'marked', 'moment', 'normalize.css', 'pace-js', 'rxfire', 'rxjs', 'tslib', 'zone.js', '@angular-devkit/build-angular', '@angular-devkit/core', '@angular-devkit/schematics', '@angular-eslint/builder', '@angular-eslint/eslint-plugin', '@angular-eslint/eslint-plugin-template', '@angular-eslint/schematics', '@angular-eslint/template-parser', '@angular/cli', '@angular/compiler-cli', '@angular/language-service', '@eslint/eslintrc', '@eslint/js', '@schematics/angular', '@types/gulp', '@types/highlight.js', '@types/jasmine', '@types/jasminewd2', '@types/node', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'angular-cli-ghpages', 'browserstack-local', 'colors.js', 'conventional-changelog-cli', 'del', 'doc-prsr', 'eslint', 'eslint-config-prettier', 'eslint-plugin-rxjs', 'fs-extra', 'globals', 'gulp', 'gulp-replace', 'gulp-sass', 'gulp-typedoc', 'husky', 'jasmine-core', 'jasmine-fail-fast', 'jasmine-spec-reporter', 'karma', 'karma-browserstack-launcher', 'karma-chrome-launcher', 'karma-coverage', 'karma-jasmine', 'karma-jasmine-html-reporter', 'lint-staged', 'ng-packagr', 'npm-run-all', 'prettier', 'protractor', 'rimraf', 'stylelint', 'stylelint-config-prettier', 'ts-node', 'typedoc', 'typescript']"
Lona/Lona,"A tool for defining design systems and using them to generate cross-platform UI code, Sketch files, and other artifacts.",7530,Swift,266,https://github.com/Lona/Lona,2017-10-11,2024-10-12,120,master,23,2197,[],7530,30415,True,False,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Ferramenta UX,"['eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'lint-staged', 'pre-commit', 'prettier']"
creativetimofficial/material-kit," Free and Open Source UI Kit for Bootstrap 5, React, Vue.js, React Native and Sketch based on Google's Material Design",5908,HTML,1351,https://github.com/creativetimofficial/material-kit,2016-03-15,2024-10-12,23,master,12,92,"['bootstrap', 'uikit', 'ui-kit', 'web', 'webdesign', 'material-design', 'bootstrap-material-design', 'responsive-design', 'bootstrap5']",5908,115982,True,True,True,True,8,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['gulp', 'gulp-autoprefixer', 'gulp-clean', 'gulp-install', 'gulp-sass', 'gulp-sourcemaps', 'gulp-open', 'sass']"
ant-design-blazor/ant-design-blazor,🌈A rich set of enterprise-class UI components based on Ant Design and Blazor.,5772,C#,1051,https://github.com/ant-design-blazor/ant-design-blazor,2019-11-26,2024-10-12,243,master,214,2029,"['blazor', 'ant-design', 'antd', 'dotnet', 'webassembly', 'wasm', 'blazor-webassembly', 'blazor-components', 'ant-design-blazor', 'hacktoberfest', 'blazor-server']",5772,86511,True,True,True,True,109,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['antblazor.js-ts.tests', '@ant-design/colors', '@babel/core', '@commitlint/cli', '@commitlint/config-conventional', '@types/es6-promise', '@types/fs-extra', '@types/gulp', '@types/less', '@types/node', '@types/resize-observer-browser', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'antd-theme-generator', 'babel-core', 'babel-preset-es2015', 'babelify', 'browserify', 'chalk', 'eslint', 'eslint-config-semistandard', 'eslint-config-standard', 'eslint-plugin-import', 'eslint-plugin-n', 'eslint-plugin-promise', 'fs-extra', 'gulp', 'gulp-clean', 'gulp-clean-css', 'gulp-less', 'gulp-rename', 'gulp-sourcemaps', 'gulp-typescript', 'gulp-uglify', 'husky', 'inquirer', 'jquery', 'jsdom', 'less', 'less-plugin-clean-css', 'less-plugin-npm-import', 'less-vars-to-js', 'lint-staged', 'node-fetch', 'open', 'resolve-bin', 'simple-git', 'ts-node', 'tsify', 'typescript', 'vinyl-buffer', 'vinyl-source-stream']"
yeun/open-color,Color scheme for UI design.,5276,Handlebars,241,https://github.com/yeun/open-color,2016-08-06,2024-10-12,23,master,29,242,"['color', 'color-scheme', 'scss', 'adobe-library', 'swatches', 'stylus']",5276,506,True,False,True,True,11,en,True,True,False,False,False,False,False,False,False,False,Ferramenta UX,"['archiver', 'ase-utils', 'handlebars', 'typescript', 'uuid']"
arco-design/arco-design,A comprehensive React UI components library based on Arco Design,4901,TypeScript,660,https://github.com/arco-design/arco-design,2021-10-25,2024-10-12,268,main,101,1529,"['react', 'design-system', 'ui', 'customize', 'arco-design', 'ui-library', 'component-library']",4901,17977,True,True,True,False,132,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@arco-design/color', '@babel/runtime', 'b-tween', 'b-validate', 'compute-scroll-into-view', 'dayjs', 'lodash', 'number-precision', 'react-focus-lock', 'react-is', 'react-transition-group', 'resize-observer-polyfill', 'scroll-into-view-if-needed', 'shallowequal', '@storybook/addon-actions', '@storybook/addon-essentials', '@storybook/addon-links', '@storybook/react', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/react-hooks', '@testing-library/user-event', '@types/enzyme', '@types/jest', '@types/lodash', '@types/react', '@types/react-dom', '@types/shallowequal', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'arco-scripts', 'chalk', 'concurrently', 'cross-env', 'enzyme', 'enzyme-adapter-react-16', 'enzyme-to-json', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-babel', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-tsdoc', 'fs-extra', 'glob', 'husky', 'jest-canvas-mock', 'less', 'moment', 'moment-timezone', 'npm-run-all', 'nunjucks', 'playwright', 'postcss-less', 'prettier', 'pretty-quick', 'react', 'react-dom', 'react-test-renderer', 'rimraf', 'sinon', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-standard', 'svgo', 'typescript']"
pinterest/gestalt,A set of React UI components that supports Pinterest’s design language,4243,TypeScript,344,https://github.com/pinterest/gestalt,2018-02-16,2024-10-11,5,master,122,5516,"['javascript', 'react', 'design-system']",4243,60818,False,False,False,True,2505,en,True,False,False,False,False,False,True,True,False,False,Componente UX,"['eslint-plugin-react-compiler', 'react', 'react-dom', 'stylelint-value-no-unknown-custom-properties', '@actions/core', '@actions/github', '@axe-core/playwright', '@babel/core', '@babel/eslint-parser', '@babel/node', '@babel/plugin-proposal-class-properties', '@babel/plugin-transform-react-jsx', '@babel/plugin-transform-react-jsx-self', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@babel/register', '@codesandbox/sandpack-react', '@netlify/plugin-nextjs', '@next/eslint-plugin-next', '@playwright/test', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-json', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-typescript', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/react-hooks', '@testing-library/user-event', '@types/eslint', '@types/jscodeshift', '@types/react', '@types/react-datepicker', '@types/react-dom', '@types/react-test-renderer', '@types/ua-parser-js', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'acorn-jsx', 'axe-core', 'babel-jest', 'babel-plugin-inline-react-svg', 'blueimp-md5', 'chalk', 'classnames', 'cssnano', 'enhanced-resolve', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-eslint-comments', 'eslint-plugin-gestalt', 'eslint-plugin-import', 'eslint-plugin-jest', 'eslint-plugin-jsx-a11y', 'eslint-plugin-playwright', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-simple-import-sort', 'eslint-plugin-testing-library', 'eslint-plugin-validate-jsx-nesting', 'identity-obj-proxy', 'jest', 'jest-environment-jsdom', 'jest-fail-on-console', 'jscodeshift', 'lint-staged', 'lottie-react', 'netlify-cli', 'nodemon', 'postcss', 'postcss-modules', 'postcss-preset-env', 'prettier', 'react-docgen', 'react-lazy-hydration', 'react-test-renderer', 'rollup', 'semver', 'shellcheck', 'shelljs', 'slugify', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-standard', 'stylelint-order', 'sucrase', 'typescript', 'typescript-plugin-css-modules', 'xml2js']"
zdhxiong/mdui,Material Design 3(Material You) UI components using Web Components.,4146,TypeScript,362,https://github.com/zdhxiong/mdui,2016-07-11,2024-10-12,21,v2,6,402,"['css', 'javascript', 'material', 'material-design', 'material-design-3', 'material-you', 'web-components']",4146,10263,False,True,True,False,21,en,True,False,False,False,False,False,True,False,False,False,Ferramenta UX,"['@custom-elements-manifest/analyzer', '@lit/localize-tools', '@material-design-icons/svg', '@open-wc/testing', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-terser', '@types/clean-css', '@types/eslint', '@types/less', '@types/jquery', '@types/mocha', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vscode/vsce', '@web/dev-server-rollup', '@web/test-runner', '@web/test-runner-playwright', 'autoprefixer', 'clean-css', 'concurrently', 'custom-elements-manifest', 'eslint', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-lit', 'eslint-plugin-prettier', 'jquery', 'less', 'less-plugin-npm-import', 'lint-staged', 'minify-html-literals', 'node-watch', 'npm-run-all', 'playwright', 'postcss', 'postcss-less', 'pretender', 'prettier', 'rimraf', 'rollup', 'rollup-plugin-visualizer', 'stylelint', 'stylelint-config-standard', 'tsx', 'typescript', 'vite', 'vscode-css-languageservice', 'vscode-html-languageservice', 'yorkie']"
JosephusPaye/Keen-UI,"A lightweight Vue.js UI library with a simple API, inspired by Google's Material Design.",4104,JavaScript,438,https://github.com/JosephusPaye/Keen-UI,2016-03-22,2024-10-12,65,next,28,575,"['vue', 'material-design', 'ui', 'components', 'javascript', 'vue3']",4104,10474,False,True,True,True,15,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['autosize', 'deepmerge', 'fuzzysearch', 'lodash.debounce', 'tippy.js', '@vitejs/plugin-vue', 'autoprefixer', 'cross-env', 'eslint', 'eslint-config-prettier', 'eslint-plugin-vue', 'prettier', 'rimraf', 'sass', 'vite', 'vite-plugin-banner', 'vue', 'vue-router']"
chakra-ui/zag,"Finite state machines for building accessible design systems and UI components. Works with modern frameworks, and even just Vanilla JS",3974,TypeScript,160,https://github.com/chakra-ui/zag,2021-07-07,2024-10-12,7,main,74,3936,"['react', 'vue', 'solid', 'accessibility', 'ui', 'ui-kit', 'state-machines', 'ui-components', 'xstate', 'headless', 'a11y', 'agnostic', 'design-systems', 'primitives', 'component', 'library', 'universal', 'headlessui', 'svelte', 'sveltejs']",3974,39381,False,True,True,False,7781,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@axe-core/playwright', '@babel/generator', '@babel/parser', '@babel/traverse', '@babel/types', '@changesets/changelog-github', '@changesets/cli', '@commitlint/cli', '@commitlint/config-conventional', '@octokit/rest', '@playwright/test', '@swc/core', '@types/babel__generator', '@types/babel__traverse', '@types/node', '@types/signale', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'axe-core', 'commitlint', 'cross-env', 'dotenv', 'eslint', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-prettier', 'fast-glob', 'find-packages', 'husky', 'lint-staged', 'node-fetch', 'plop', 'prettier', 'prettier-plugin-svelte', 'signale', 'ts-morph', 'tsup', 'tsx', 'typescript', 'vercel-submodules', 'vite', 'vite-plugin-dts', 'vitest']"
epicmaxco/vuestic-ui,"Vuestic UI is an open-source Vue 3 component library designed for rapid development, easy maintenance, and high accessibility. Maintained by Epicmax (@epicmaxco).",3479,Vue,336,https://github.com/epicmaxco/vuestic-ui,2019-08-03,2024-10-12,504,develop,120,3627,"['vue', 'vuestic', 'ui-kit', 'typescript', 'javascript', 'components', 'vuestic-ui', 'vue3', 'vue-components', 'ui-components', 'semantic', 'accessibility', 'vuejs', 'vuejs3']",3479,39406,False,True,True,True,60,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['lerna', 'syncpack', 'yorkie', 'tsx']"
didi/mand-mobile,"💰 A mobile UI toolkit, based on Vue.js 2, designed for financial scenarios.",3454,Vue,772,https://github.com/didi/mand-mobile,2018-03-23,2024-10-12,77,master,34,1654,"['vue', 'vue-components', 'javascript', 'ui-kit', 'mand-mobile', 'financial']",3454,96289,True,True,True,True,78,en,True,True,False,False,False,False,False,False,True,False,Componente UX,"['@types/babel-generator', '@types/babel-types', '@types/babylon', '@types/eslint-plugin-prettier', '@types/glob', '@types/jest', '@types/prettier', '@types/vue', '@vue/server-test-utils', '@vue/test-utils', 'aesir-cli', 'autoprefixer', 'babel-core', 'babel-eslint', 'babel-generator', 'babel-helper-vue-jsx-merge-props', 'babel-jest', 'babel-loader', 'babel-plugin-import', 'babel-plugin-istanbul', 'babel-plugin-syntax-dynamic-import', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-object-rest-spread', 'babel-plugin-transform-runtime', 'babel-plugin-transform-vue-jsx', 'babel-preset-env', 'babel-register', 'babel-types', 'babelrc-rollup', 'babylon', 'bluebird', 'chai', 'chalk', 'codecov', 'commander', 'commitizen', 'connect-history-api-fallback', 'copy-webpack-plugin', 'cross-env', 'cross-spawn', 'css-loader', 'cssnano', 'cz-mand-mobile-changelog', 'dependency-tree', 'eslint', 'eslint-config-aesir-mandatory', 'eslint-config-aesir-recommand', 'eslint-config-standard', 'eslint-friendly-formatter', 'eslint-loader', 'eslint-plugin-html', 'eslint-plugin-import', 'eslint-plugin-json', 'eslint-plugin-node', 'eslint-plugin-prettier', 'eslint-plugin-promise', 'eslint-plugin-standard', 'eventsource-polyfill', 'express', 'extract-text-webpack-plugin', 'fastclick', 'file-loader', 'friendly-errors-webpack-plugin', 'fs-extra', 'git-user-email', 'git-user-name', 'glob', 'gulp', 'gulp-babel', 'gulp-base64', 'gulp-preprocess', 'gulp-stylus', 'gulp-util', 'happypack', 'html-webpack-plugin', 'http-proxy-middleware', 'husky', 'inject-loader', 'inquirer', 'jest', 'jest-canvas-mock', 'jest-serializer-vue', 'jest-svg-sprite-loader', 'jest-transform-stub', 'lint-staged', 'livereload', 'merge2', 'mime-types', 'moment', 'nib', 'opn', 'optimize-css-assets-webpack-plugin', 'ora', 'portfinder', 'postcss-load-config', 'postcss-loader', 'postcss-pixel-to-viewport', 'postcss-pxtorem', 'postcss-url', 'poststylus', 'prettier', 'progress-bar-webpack-plugin', 'recursive-copy', 'rimraf', 'rollup', 'rollup-plugin-alias', 'rollup-plugin-babel', 'rollup-plugin-commonjs', 'rollup-plugin-css-only', 'rollup-plugin-filesize', 'rollup-plugin-glob-import', 'rollup-plugin-image', 'rollup-plugin-import-alias', 'rollup-plugin-inject', 'rollup-plugin-json', 'rollup-plugin-node-builtins', 'rollup-plugin-node-globals', 'rollup-plugin-node-resolve', 'rollup-plugin-postcss', 'rollup-plugin-progress', 'rollup-plugin-replace', 'rollup-plugin-require-context', 'rollup-plugin-stylus-css-modules', 'rollup-plugin-template-html', 'rollup-plugin-uglify', 'rollup-plugin-url', 'rollup-plugin-vue', 'rollup-pluginutils', 'selenium-server', 'semver', 'shelljs', 'sinon', 'sinon-chai', 'stylus', 'stylus-loader', 'svg-sprite-loader', 'url-loader', 'vconsole', 'vue', 'vue-jest', 'vue-loader', 'vue-router', 'vue-server-renderer', 'vue-style-loader', 'vue-template-compiler', 'vueify', 'webpack', 'webpack-bundle-analyzer', 'webpack-dev-middleware', 'webpack-hot-middleware', 'webpack-merge', 'webpackbar', 'word-wrap', 'yargs']"
